sclaim_number,sjob_no,dtpaid,cpaid_parts,cpaid_labor,cpaid_sublet,cpaid_other,cpaid_deductible,cclaim_taxes,claim_total,spayee_state,dtclaim_paid_date,Cause_of_Loss,Loss_Code,Claim_State,Coverage_Type,Date_Claim_is_Reported,Date_of_Loss,Make,Mileage_At_Claim,Model,Model_Year,Repair_Description
C000016777      ,A01 ,1/21/2022 0:00,360.92,5640.5,0,320,-50,0,"$6,271.42 ",WA,1/21/2022 0:00,"Tech verified customer complaints. Performed a vehicle cold start and blue smoke was coming from vehicle. tech suspects cylinder 6 piston ring failure. Tech had checked cyl 6 spark plug and found it to fouled.
no codes found
7/26  EXPOSED TO OF PISTONS CYLINDER 6 NO VISUAL SIGNS OF CYLINDER DAMAGE. INSPECT CYLINDER 6 BOTTOM OF CYLINDER HEAD, NO SIGNS OF OIL CONCERNS. RECOMMEND ENGINE REPLACEMENT DUE TO FAILURE OF CYLINDER 6 PISTON OIL RINGS. . ALSO PERFORMED A CYLINDER LEAK DOWN TEST ON
CYLINDER 6 IT WAS AT 100 PERCENT",EN001F  ,WA,EN001F  ,7/16/2021,7/9/2021,GMC,128481,SIERRA K1500 SLT,2009,Internal Lubricated Component(s)                            
C000018873      ,A01 ,11/22/2021 0:00,141.5,637.5,0,0,-100,0,$679.00 ,WA,11/22/2021 0:00,"no codes.  test drove but shifted normally.  left hand engine mount is broken
rt front axle seal leaking and steering gear leaking.",EN011   ,WA,EN011   ,11/3/2021,11/3/2021,GMC,129477,SIERRA K1500 SLT,2009,Engine Mount(s)                                             
C000018873      ,A02 ,11/22/2021 0:00,689.78,275,0,0,0,0,$964.78 ,WA,11/22/2021 0:00,"no codes.  test drove but shifted normally.  left hand engine mount is broken
rt front axle seal leaking and steering gear leaking.",ST003F  ,WA,ST003F  ,11/3/2021,11/3/2021,GMC,129477,SIERRA K1500 SLT,2009,Steering Gear / Rack & Pinion Assembly                      
C000016272      ,A01 ,10/5/2021 0:00,218.95,312.5,0,35,-100,0,$466.45 ,WA,10/5/2021 0:00,"not able to replicate.  checked all grounds.  pcm check and updated.  also, completed shift lever verification test.  test drove it a lot and cannot get it to duplicate.
tech found trans cooler lines leaking fluid.
Tech is now able to duplicate the issue the WIN module loses comms causing vehicle to lock up harness and connector appear to be okay",STEX05A ,WA,STEX05A ,6/21/2021,6/21/2021,JEEP,89649,GRAND CHEROKEE LIMITED,2010,Power Steering Cooler Lines                                 
C000016272      ,A02 ,10/5/2021 0:00,410,187.5,0,0,0,0,$597.50 ,WA,10/5/2021 0:00,"not able to replicate.  checked all grounds.  pcm check and updated.  also, completed shift lever verification test.  test drove it a lot and cannot get it to duplicate.
tech found trans cooler lines leaking fluid.
Tech is now able to duplicate the issue the WIN module loses comms causing vehicle to lock up harness and connector appear to be okay",ELEX    ,WA,ELEX    ,6/21/2021,6/21/2021,JEEP,89649,GRAND CHEROKEE LIMITED,2010,X-Misc Non-Excluded Electrical Components                   
C000021328      ,A01 ,3/4/2022 0:00,611.1,445.5,0,0,-100,0,$956.60 ,WA,3/4/2022 0:00,"p0750 transmission range solenoid, verified after test drive, per Volvo flow chart, if code is on, must replace transmission range solenoid",TREX    ,WA,TREX    ,2/24/2022,2/21/2022,JEEP,94204,GRAND CHEROKEE LIMITED,2010,X-Misc Non-Excluded Transmission Components                 
C000017751      ,A01 ,10/13/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,10/13/2021 0:00,"codes p0014 cam timing bank 1.  p0012 p00c6 p0304 missfire
#4 had over 1000 misfires. cyl 4 60psi cyl 3 10psi cyl 1 0psi and cyl 2 0psi.
Bailey will get ch auth to further diag.
Performed teardown to cam caps, found cam caps scored excessively, metal in the head from the scoring",EN001F  ,WA,EN001F  ,9/7/2021,9/2/2021,FORD,109977,FUSION SE,2015,Internal Lubricated Component(s)                            
C000017751      ,A01 ,12/15/2021 0:00,1875,0,0,0,0,0,"$1,875.00 ",TX,12/15/2021 0:00,"codes p0014 cam timing bank 1.  p0012 p00c6 p0304 missfire
#4 had over 1000 misfires. cyl 4 60psi cyl 3 10psi cyl 1 0psi and cyl 2 0psi.
Bailey will get ch auth to further diag.
Performed teardown to cam caps, found cam caps scored excessively, metal in the head from the scoring",EN001F  ,WA,EN001F  ,9/7/2021,9/2/2021,FORD,109977,FUSION SE,2015,Internal Lubricated Component(s)                            
C000017751      ,A01 ,1/25/2022 0:00,331.63,2755,0,320,-50,0,"$3,356.63 ",WA,1/25/2022 0:00,"codes p0014 cam timing bank 1.  p0012 p00c6 p0304 missfire
#4 had over 1000 misfires. cyl 4 60psi cyl 3 10psi cyl 1 0psi and cyl 2 0psi.
Bailey will get ch auth to further diag.
Performed teardown to cam caps, found cam caps scored excessively, metal in the head from the scoring",EN001F  ,WA,EN001F  ,9/7/2021,9/2/2021,FORD,109977,FUSION SE,2015,Internal Lubricated Component(s)                            
C000019395      ,A02 ,12/15/2021 0:00,0,0,0,106.94,0,0,$106.94 ,TX,12/15/2021 0:00,,ZBRAW100,WA,ZBRAW100,11/30/2021,8/28/2021,FORD,101085,FUSION SE,2015,RA-Tow Service($100 Max)                                    
C000021108      ,A01 ,3/16/2022 0:00,269.09,305,0,0,-50,0,$524.09 ,WA,3/16/2022 0:00,"Tech verified CEL is on for waste gate for solenoid code scanned p0234 solenoid is inop to command
2/16 - thermostat gasket is leaking.  was on RO but missed at initial claim",FUEX02  ,WA,FUEX02  ,2/15/2022,2/14/2022,FORD,110770,FUSION SE,2015,Emissions Components                                        
C000021108      ,A02 ,3/16/2022 0:00,26.08,274.5,0,0,0,0,$300.58 ,WA,3/16/2022 0:00,"Tech verified CEL is on for waste gate for solenoid code scanned p0234 solenoid is inop to command
2/16 - thermostat gasket is leaking.  was on RO but missed at initial claim",CO007C  ,WA,CO007C  ,2/15/2022,2/14/2022,FORD,110770,FUSION SE,2015,S&G-Thermostat Housing Gasket                               
C000022619      ,A01 ,4/25/2022 0:00,122.6,183,0,0,-50,0,$255.60 ,WA,4/25/2022 0:00,Tech verified duplicated concern found a faulty remove panel and glass to latch verified power and ground good latch is stuck,ELEX21B ,WA,ELEX21B ,4/14/2022,4/14/2022,FORD,105059,ESCAPE XLT,2010,Sliding Door Motor(s)                                       
C000017346      ,A01 ,9/13/2021 0:00,71.09,145,0,0,0,0,$216.09 ,WA,9/13/2021 0:00,Tech tried both the keys but they keep on getting stuck in the ignition cylinder and will need to be replaced,EL010   ,WA,EL010   ,8/16/2021,8/30/2021,FORD,34519,F150 SUPERCREW,2018,Ignition Switch                                             
C000014093      ,A01 ,7/23/2021 0:00,785.18,162.5,0,0,-50,0,$897.68 ,WA,7/23/2021 0:00,"TSB 18-7081.  take apart and grease pivot.
RF performed the tsb problem is still present",IEEX    ,WA,IEEX    ,2/18/2021,2/17/2021,LINCOLN,98161,NAVIGATOR L SELECT,2016,X-Misc Non-Excluded Interior/Exterior Components            
C000015997      ,A01 ,6/16/2021 0:00,462.77,627.2,0,0,-100,0,$989.97 ,WA,6/16/2021 0:00,"the a/c rear auxiliary line is leak  no signs of impact
verified and found the the actuator has good power and ground and is open",ACEX    ,WA,ACEX    ,6/8/2021,6/7/2021,LINCOLN,104125,NAVIGATOR L SELECT,2016,X-Misc Non-Excluded A/C-Heater Components                   
C000015997      ,A02 ,6/16/2021 0:00,78.69,98,0,0,0,0,$176.69 ,WA,6/16/2021 0:00,"the a/c rear auxiliary line is leak  no signs of impact
verified and found the the actuator has good power and ground and is open",EL021M  ,WA,EL021M  ,6/8/2021,6/7/2021,LINCOLN,104125,NAVIGATOR L SELECT,2016,Power Door Lock Actuator(s)                                 
C000018133      ,A01 ,10/6/2021 0:00,52,166.6,0,0,-100,0,$118.60 ,WA,10/6/2021 0:00,Tech verified codes for bypass valve failure p0299 turbo under boost code for turbo- removed bypass valve found diagram is ripped allowing boost to bypass- smoke test done to confirm no other source of vacuums leaks pin point test at waste maf and waste gate actuator,FUEX    ,WA,FUEX    ,9/29/2021,9/27/2021,LINCOLN,113373,NAVIGATOR L SELECT,2016,X-Misc Non-Excluded Fuel Components                         
C000021244      ,A01 ,3/15/2022 0:00,562.9,472.75,0,0,0,0,"$1,035.65 ",WA,3/15/2022 0:00,"confirmed noises heard via road testing , installed chassis ear while on lift , aggressive noise at both front wheel bearings.",SU017A  ,WA,SU017A  ,2/21/2022,2/21/2022,FORD,76996,EXPLORER LIMITED,2016,Wheel Bearing(s)                                            
C000016153      ,A01 ,7/1/2021 0:00,0,0,0,118,0,0,$118.00 ,TX,7/1/2021 0:00,,ZBRAF100,WA,ZBRAF100,6/15/2021,4/12/2021,FORD,69302,F150 SUPERCREW,2013,RA-Gas Supply Service($100 Maximum)                         
C000016170      ,A01 ,7/1/2021 0:00,0,0,0,118,0,0,$118.00 ,TX,7/1/2021 0:00,,ZBRAF100,WA,ZBRAF100,6/15/2021,5/2/2021,FORD,69305,F150 SUPERCREW,2013,RA-Gas Supply Service($100 Maximum)                         
C000019633      ,A02 ,12/21/2021 0:00,0,0,0,118,0,0,$118.00 ,TX,12/21/2021 0:00,,ZBTW100C,WA,ZBTW100C,12/10/2021,10/28/2021,FORD,70000,F150 SUPERCREW,2013,Towing-Covered Repair ($100 Maximum)                        
C000016338      ,A01 ,7/23/2021 0:00,47.83,225,0,0,-50,0,$222.83 ,WA,7/23/2021 0:00,"TSB replace the park detection switch 17-2219
found the door latch has failed
found the outlet has failed",ELEX    ,WA,ELEX    ,6/24/2021,6/21/2021,FORD,80883,EXPLORER LIMITED,2014,X-Misc Non-Excluded Electrical Components                   
C000016338      ,A02 ,7/23/2021 0:00,115.55,212.5,0,0,0,0,$328.05 ,WA,7/23/2021 0:00,"TSB replace the park detection switch 17-2219
found the door latch has failed
found the outlet has failed",EL021M  ,WA,EL021M  ,6/24/2021,6/21/2021,FORD,80883,EXPLORER LIMITED,2014,Power Door Lock Actuator(s)                                 
C000016338      ,A03 ,7/23/2021 0:00,27.67,100,0,0,0,0,$127.67 ,WA,7/23/2021 0:00,"TSB replace the park detection switch 17-2219
found the door latch has failed
found the outlet has failed",ELEX    ,WA,ELEX    ,6/24/2021,6/21/2021,FORD,80883,EXPLORER LIMITED,2014,X-Misc Non-Excluded Electrical Components                   
C000021551      ,A01 ,4/4/2022 0:00,211.53,470.45,0,0,-50,0,$631.98 ,WA,4/4/2022 0:00,"tested fuel-fine...left front inner and outer tie rods are bad.
usb ports...media hub has failed, faulty usb cable as well
 brake booster has failed",ST010FA ,WA,ST010FA ,3/4/2022,3/1/2022,FORD,88160,EXPLORER LIMITED,2014,Tie Rod End(s)                                              
C000021551      ,A02 ,4/4/2022 0:00,172.4,457.5,0,280,0,0,$909.90 ,WA,4/4/2022 0:00,"tested fuel-fine...left front inner and outer tie rods are bad.
usb ports...media hub has failed, faulty usb cable as well
 brake booster has failed",ELEX40  ,WA,ELEX40  ,3/4/2022,3/1/2022,FORD,88160,EXPLORER LIMITED,2014,Radio / Nav / MMI                                           
C000021551      ,A03 ,4/25/2022 0:00,212.73,564.25,0,0,0,0,$776.98 ,WA,4/25/2022 0:00,"tested fuel-fine...left front inner and outer tie rods are bad.
usb ports...media hub has failed, faulty usb cable as well
 brake booster has failed",BR004A  ,WA,BR004A  ,3/4/2022,3/1/2022,FORD,88160,EXPLORER LIMITED,2014,Hydraulic Assist Booster                                    
C000015754      ,A01 ,6/4/2021 0:00,393.59,202.3,0,0,-50,23.62,$569.51 ,ID,6/4/2021 0:00,"found fuel pump has failed,",FU01    ,WA,FU01    ,5/24/2021,5/19/2021,HYUNDAI,55540,VELOSTER TURBO,2016,Fuel Pump                                                   
C000019170      ,A01 ,1/25/2022 0:00,322.28,536.5,0,0,0,0,$858.78 ,WA,1/25/2022 0:00,Tech duplicated cel DND white smoke code found was a code for a knock sensor p0332- verified power and ground,EL044   ,WA,EL044   ,11/17/2021,11/10/2021,FORD,51037,EXPLORER PLATINUM,2016,Knock Sensor(s)                                             
C000022841      ,A01 ,4/29/2022 0:00,0,0,0,255,0,0,$255.00 ,VA,4/29/2022 0:00,tech verified concern found coolant leaking from the front cover. found the water pump leaking.,CO007   ,WA,CO007   ,4/20/2022,4/19/2022,FORD,56178,EXPLORER PLATINUM,2016,Water Pump                                                  
C000015570      ,A01 ,5/21/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,5/21/2021 0:00,"found the valve cover gaskets leaking.
Found the front struts and mounts have failed
front axles are bad
front brake rotors are warped",ENSG08  ,WA,ENSG08  ,5/13/2021,5/12/2021,SUBARU,96812,IMPREZA SPORT,2015,S&G - Valve Cover Gasket(s)                                 
C000015570      ,A03 ,5/21/2021 0:00,347.7,0,0,0,0,0,$347.70 ,CA,5/21/2021 0:00,"found the valve cover gaskets leaking.
Found the front struts and mounts have failed
front axles are bad
front brake rotors are warped",DA006B  ,WA,DA006B  ,5/13/2021,5/12/2021,SUBARU,96812,IMPREZA SPORT,2015,Drive Shaft(s)                                              
C000015570      ,A01 ,5/24/2021 0:00,89.91,337.5,0,0,-100,0,$327.41 ,WA,5/24/2021 0:00,"found the valve cover gaskets leaking.
Found the front struts and mounts have failed
front axles are bad
front brake rotors are warped",ENSG08  ,WA,ENSG08  ,5/13/2021,5/12/2021,SUBARU,96812,IMPREZA SPORT,2015,S&G - Valve Cover Gasket(s)                                 
C000015570      ,A02 ,5/24/2021 0:00,64.39,499.5,0,0,0,0,$563.89 ,WA,5/24/2021 0:00,"found the valve cover gaskets leaking.
Found the front struts and mounts have failed
front axles are bad
front brake rotors are warped",SUEX01A ,WA,SUEX01A ,5/13/2021,5/12/2021,SUBARU,96812,IMPREZA SPORT,2015,Strut(s)                                                    
C000015570      ,A03 ,5/24/2021 0:00,10.1,283.5,0,0,0,0,$293.60 ,WA,5/24/2021 0:00,"found the valve cover gaskets leaking.
Found the front struts and mounts have failed
front axles are bad
front brake rotors are warped",DA006B  ,WA,DA006B  ,5/13/2021,5/12/2021,SUBARU,96812,IMPREZA SPORT,2015,Drive Shaft(s)                                              
C000017613      ,A01 ,9/15/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,9/15/2021 0:00,tech found head gasket leaking oil on both sides,ENSG    ,WA,ENSG    ,8/27/2021,8/27/2021,SUBARU,104522,IMPREZA SPORT,2015,S&G - Misc Engine Seals & Gaskets                           
C000017613      ,A01 ,9/27/2021 0:00,703.82,1775,0,0,-100,0,"$2,378.82 ",WA,9/27/2021 0:00,tech found head gasket leaking oil on both sides,ENSG    ,WA,ENSG    ,8/27/2021,8/27/2021,SUBARU,104522,IMPREZA SPORT,2015,S&G - Misc Engine Seals & Gaskets                           
C000018804      ,A01 ,1/25/2022 0:00,122.55,580,0,0,-50,0,$652.55 ,WA,1/25/2022 0:00,"thermostat has failed p0128 found in the system
11/3 - after repair.  have communication codes. dash screen is malfunctioning.  nothing is working.  CEL cam on.  have to sublet to jeep dealer for diag.
11/04- R/F sublet out to Jeep they came back with the radio needs to be replaced, no CEL when the vehicle had arrived, no codes found. just states that the radio is malfunctioning and needs to be replaced.",COEX01  ,WA,COEX01  ,11/1/2021,11/1/2021,JEEP,59673,CHEROKEE LATITUDE,2016,Thermostat                                                  
C000018804      ,A02 ,1/25/2022 0:00,555.95,130.5,0,0,0,0,$686.45 ,WA,1/25/2022 0:00,"thermostat has failed p0128 found in the system
11/3 - after repair.  have communication codes. dash screen is malfunctioning.  nothing is working.  CEL cam on.  have to sublet to jeep dealer for diag.
11/04- R/F sublet out to Jeep they came back with the radio needs to be replaced, no CEL when the vehicle had arrived, no codes found. just states that the radio is malfunctioning and needs to be replaced.",ELEX40  ,WA,ELEX40  ,11/1/2021,11/1/2021,JEEP,59673,CHEROKEE LATITUDE,2016,Radio / Nav / MMI                                           
C000016915      ,A01 ,10/12/2021 0:00,384.87,439.95,0,0,-100,0,$724.82 ,WA,10/12/2021 0:00,"Test drove vehicle and verified on hoist that driver front lower control arm bushings are bad .no signs of impact
Transmission pan is leaking.",SU001FA ,WA,SU001FA ,7/26/2021,7/26/2021,DODGE,129255,CALIBER SXT,2010,Control Arm(s)                                              
C000019190      ,A01 ,1/21/2022 0:00,894.2,350,0,0,-100,0,"$1,144.20 ",WA,1/21/2022 0:00,"codes p0301 p0300 p0335 p0315.  missfire...swapped coils and fired fine.  bad crank sensor.
r/f and called back the pcm is open as well now seeing the crank sensor",EL043   ,WA,EL043   ,11/18/2021,11/18/2021,DODGE,133221,CALIBER SXT,2010,Camshaft Sensor(s)                                          
C000017305      ,A01 ,8/30/2021 0:00,591.45,1479,0,0,0,0,"$2,070.45 ",WA,8/30/2021 0:00,"vehicle has a recall for a pcm update, performed. this is did not fix the issue, found a tsb for this issue TSB 21-2119 for cam phaser failure",ENEX    ,WA,ENEX    ,8/12/2021,8/11/2021,FORD,103315,F150 SUPERCREW,2018,X-Misc Non-Excluded Engine Components                       
C000021619      ,A01 ,4/29/2022 0:00,1648.14,427,0,0,-50,0,"$2,025.14 ",WA,4/29/2022 0:00,diagnosed by noise and performance cleaned and greased did not improve,ELEX    ,WA,ELEX    ,3/8/2022,3/7/2022,LINCOLN,118688,NAVIGATOR L SELECT,2016,X-Misc Non-Excluded Electrical Components                   
C000017864      ,A01 ,11/22/2021 0:00,225.77,188.5,0,0,0,0,$414.27 ,WA,11/22/2021 0:00,"1 verified concern, checked dtc b1306 b144f b1452 b145d, performed ppt test for b1452, no latch release from liftgate latch. Performed pptd for b145d, d9 fuse no voltage present, d10 yes but high resistance. D11 high resistance as well. D12 low resistance. D13 high resistance. D14 resistance low.
2. Verified customer concern, found no relevant DTCs, replace left hand exterior mirror assembly. PPT found that the left hand mirror assembly failed
3. Verified, checked dtcs none found, inspected wiring at seat for damage and none found, cushion has broken down and will not allow air flow.
4. Verified, found rear seat cup holder jammed and not able to get out, needs to be broken to come out",IEEX01M ,WA,IEEX01M ,9/13/2021,9/9/2021,LINCOLN,38871,MKX RESERVE,2016,Door Latch/Lock(s)                                          
C000017864      ,A02 ,11/22/2021 0:00,897.99,290,0,0,0,0,"$1,187.99 ",WA,11/22/2021 0:00,"1 verified concern, checked dtc b1306 b144f b1452 b145d, performed ppt test for b1452, no latch release from liftgate latch. Performed pptd for b145d, d9 fuse no voltage present, d10 yes but high resistance. D11 high resistance as well. D12 low resistance. D13 high resistance. D14 resistance low.
2. Verified customer concern, found no relevant DTCs, replace left hand exterior mirror assembly. PPT found that the left hand mirror assembly failed
3. Verified, checked dtcs none found, inspected wiring at seat for damage and none found, cushion has broken down and will not allow air flow.
4. Verified, found rear seat cup holder jammed and not able to get out, needs to be broken to come out",IEEX    ,WA,IEEX    ,9/13/2021,9/9/2021,LINCOLN,38871,MKX RESERVE,2016,X-Misc Non-Excluded Interior/Exterior Components            
C000015613      ,A01 ,6/10/2021 0:00,0,0,0,235,0,0,$235.00 ,VA,6/10/2021 0:00,"aftermarket steering stabilizer has failed
vehicle has a front lift kit installed.",STEX03  ,WA,STEX03  ,5/17/2021,5/16/2021,FORD,61443,F350 SUPER DUTY,2015,Steering Damper                                             
C000018598      ,A01 ,10/28/2021 0:00,0,0,0,95,0,0,$95.00 ,TX,10/28/2021 0:00,"verified no power to heating element found TSB 19-2390.
using Ford's 22 page pinpoint test guide, found the connection between c405 pin 5 and c4483 pin 10 has failed in the left rear taillight.
seat issue with heat performed repair as ford tsb states and did not fix it- need to replace the heat pad element on both bottom cushion
bottom seat heater are now working by replacing the pigtails but the the blower motors do not work on both sides. the blowers heat the seat backs. motors have power and ground but do not work.",ELEX47  ,WA,ELEX47  ,10/21/2021,10/19/2021,FORD,76704,F350 SUPER DUTY,2017,Pre-Heated Systems                                          
C000018598      ,A01 ,1/19/2022 0:00,473.5,1029.5,0,0,0,0,"$1,503.00 ",WA,1/19/2022 0:00,"verified no power to heating element found TSB 19-2390.
using Ford's 22 page pinpoint test guide, found the connection between c405 pin 5 and c4483 pin 10 has failed in the left rear taillight.
seat issue with heat performed repair as ford tsb states and did not fix it- need to replace the heat pad element on both bottom cushion
bottom seat heater are now working by replacing the pigtails but the the blower motors do not work on both sides. the blowers heat the seat backs. motors have power and ground but do not work.",ELEX47  ,WA,ELEX47  ,10/21/2021,10/19/2021,FORD,76704,F350 SUPER DUTY,2017,Pre-Heated Systems                                          
